-1.228311511454873471e+04 -1.228311511454873471e+04
-2.405163183261634913e+03 -2.405163183261634913e+03
-2.090121583147769798e+03 -2.091137842550311234e+03
-2.091137842550311234e+03 -2.090121583147769798e+03
-1.583708209328978000e+03 -1.583708209328978000e+03
-1.418522935636268812e+03 -1.418634722038639893e+03
-1.418634722038639893e+03 -1.418601653218872343e+03
-1.418601653218872343e+03 -1.418522935636268812e+03
-6.702066053634441687e+02 -6.702066053634441687e+02
-6.697228713544941456e+02 -6.697228713544941456e+02
-6.695201879508173306e+02 -6.695817306361834653e+02
-6.695817306361834653e+02 -6.695566209949789709e+02
-6.695499846560487640e+02 -6.695499846560487640e+02
-6.695566209949789709e+02 -6.695201879508173306e+02
-5.220215786397220654e+02 -5.220215786397220654e+02
-5.202799204952788159e+02 -5.206244423365818648e+02
-5.206244423365818648e+02 -5.202799204952788159e+02
-3.919012988038176672e+02 -3.919012988038176672e+02
-3.918988897074373199e+02 -3.918988897074373199e+02
-2.183114142123094439e+02 -2.803158257935491520e+02
-2.186047805050897637e+02 -2.802408710432635530e+02
-2.780798602950036980e+02 -2.802399082534379318e+02
-2.803158257935491520e+02 -2.800627941076766660e+02
-2.802399082534379318e+02 -2.800314173234901887e+02
-2.802408710432635530e+02 -2.797910017409870420e+02
-2.800627941076766660e+02 -2.795811263048797173e+02
-2.800314173234901887e+02 -2.792434455731553271e+02
-2.797910017409870420e+02 -2.791898670879922975e+02
-2.795811263048797173e+02 -2.790841356938644253e+02
-2.784505543245294916e+02 -2.790703107868769735e+02
-2.785344283600665563e+02 -2.790191291983159090e+02
-2.785821416843924112e+02 -2.789936533919553199e+02
-2.786277998160762195e+02 -2.789189091163873968e+02
-2.792434455731553271e+02 -2.788320170744885900e+02
-2.791898670879922975e+02 -2.788175847750966909e+02
-2.788175847750966909e+02 -2.786277998160762195e+02
-2.788320170744885900e+02 -2.785821416843924112e+02
-2.789189091163873968e+02 -2.785344283600665563e+02
-2.789936533919553199e+02 -2.784505543245294916e+02
-2.790191291983159090e+02 -2.780798602950036980e+02
-2.790841356938644253e+02 -2.186047805050897637e+02
-2.790703107868769735e+02 -2.183114142123094439e+02
-1.834301067285404088e+02 -1.841876942520996749e+02
-1.841876942520996749e+02 -1.834301067285404088e+02
-1.631264040775625688e+02 -1.631264040775625688e+02
-1.630023455333185041e+02 -1.630023455333185041e+02
-1.628783714851244895e+02 -1.628783714851244895e+02
-1.614746083356751001e+02 -1.618298645768417146e+02
-1.616976808463626014e+02 -1.616976808463626014e+02
-1.618298645768417146e+02 -1.614746083356751001e+02
1.245875857666724045e+02 -1.343406048118119998e+02
-1.338232301473422865e+02 -1.343265197141006411e+02
-1.338356044917263148e+02 -1.343173202954309318e+02
-1.338738312641555694e+02 -1.338738312641555694e+02
-1.343406048118119998e+02 -1.338356044917263148e+02
-1.343265197141006411e+02 -1.338232301473422865e+02
-1.343173202954309318e+02 -6.235520039400928027e+01
1.094532036881493582e+02 -6.233265018354656917e+01
1.089362828314798151e+02 -6.210774139257044624e+01
1.082061062735775891e+02 -6.200370650165474018e+01
9.601216568331354040e+01 -6.199469509526139888e+01
9.464038126250527228e+01 -3.553978931817258058e+01
9.195866992864648637e+01 -3.411498418510239361e+01
8.763760242302498682e+01 -3.386797591302119059e+01
8.607524700114306881e+01 -3.376677979490056458e+01
8.110488270575842762e+01 -3.303766343782849901e+01
8.082125311563945047e+01 -3.280024763329343074e+01
-6.235520039400928027e+01 -2.934567738495242750e+01
-6.233265018354656917e+01 -2.925812039853442670e+01
-6.210774139257044624e+01 -2.782147666386475038e+01
-6.200370650165474018e+01 -2.757109438793546730e+01
-6.199469509526139888e+01 -2.711741241050016171e+01
-3.553978931817258058e+01 -2.659367308905757810e+01
-3.411498418510239361e+01 -2.547771193552323155e+01
-3.386797591302119059e+01 -2.537573761693451857e+01
-3.376677979490056458e+01 -2.486661841014234398e+01
-3.280024763329343074e+01 -2.459280219315559535e+01
-3.303766343782849901e+01 -2.398919518086069758e+01
6.867800754546674113e+01 -2.375559731489568804e+01
6.798327644336852416e+01 -2.340411296554338705e+01
6.452601374148717639e+01 -2.328125718397758348e+01
6.354185388377427302e+01 -2.290373456514383577e+01
6.285550279241624594e+01 -2.263248741126576036e+01
6.220725362833318428e+01 -2.248341591073374346e+01
6.144296591735247404e+01 -2.179186396609608067e+01
6.121493192487161394e+01 -2.153511315570686335e+01
5.949764587799237603e+01 -2.045751429689856948e+01
5.941094502293980639e+01 -1.979535022004819211e+01
5.901980311741596807e+01 -1.955111126616570871e+01
5.881411525568378806e+01 -1.918685826158858276e+01
5.842994941634883332e+01 -1.909360107975147258e+01
5.800399197483955049e+01 -1.902337850573059441e+01
5.766417083032082047e+01 -1.809589440658118775e+01
5.763491226301869830e+01 -1.799367275629705532e+01
5.709123187030756696e+01 -1.771581361039310920e+01
5.678001320957816489e+01 -1.764909929049802173e+01
5.655650391357496432e+01 -1.716745691248553030e+01
5.631535100916101300e+01 -1.681406420520000111e+01
5.490412164625421099e+01 -1.658836403403940096e+01
5.425622351519831454e+01 -1.643214198801254255e+01
5.414275580369022123e+01 -1.638022840510043565e+01
5.381803273840553459e+01 -1.621591341703333455e+01
5.213072008718361872e+01 -1.603945522679027391e+01
5.225357427512137320e+01 -1.591603009397537960e+01
5.357917614415260488e+01 -1.549929309099616503e+01
5.335838554044003246e+01 -1.542073065075424765e+01
5.259548862649713641e+01 -1.524623775558393568e+01
5.278176135087893783e+01 -1.503941450739434060e+01
5.297288241166256029e+01 -1.491139477275562086e+01
